instance_index,original_test_index,predicted_probability,SHAP_decile1,SHAP_decile3,SHAP_fam_inc,SHAP_lsat,SHAP_ugpa,SHAP_gender,SHAP_race1,SHAP_fulltime
273,20064,0.84,7.632783294297951e-15,7.563394355258879e-15,5.578870698741412e-15,9.207912210484892e-15,3.9968028886505635e-15,1.9038590148845458e-16,5.870304242705515e-15,1.981921571303502e-16
274,17627,0.6388660424698611,8.03523914072457e-15,8.03523914072457e-15,6.5607241861442844e-15,7.976258542541359e-15,4.0592529337857286e-15,2.706168622523819e-16,5.1510445214786316e-15,1.7433970933566911e-16
275,13862,0.46,9.398731792842341e-15,1.0647732695545642e-14,6.297913579533798e-15,5.6430554673525535e-15,3.758712091572747e-15,-3.1051550219984847e-16,3.627306788267504e-15,1.5482407023093003e-16
276,6428,0.43,7.325737239050056e-15,9.277301149523964e-15,6.477457459297398e-15,7.672681934245418e-15,4.8780424144467815e-15,2.3678975447083417e-16,3.639449852599341e-15,1.0061396160665481e-16
277,19677,0.89,7.251144129583054e-15,8.31279489688086e-15,5.936223734792634e-15,8.125444761475364e-15,3.845448265371587e-15,-3.469446951953614e-17,5.974387651264124e-15,2.209604027525458e-16
278,7332,0.63,7.0464467594177904e-15,9.450773497121645e-15,6.071532165918825e-15,7.428953285870676e-15,4.191091917959966e-15,2.740863092043355e-16,4.926614671774132e-15,1.5699247457590104e-16
279,11244,0.6079630647466198,7.98666688339722e-15,6.6058269965196814e-15,6.083241549381668e-15,4.649058915617843e-15,4.98212582300539e-15,6.869504964868156e-16,4.295175326518574e-15,1.1644331332494318e-16
280,15099,0.74,6.879913305724017e-15,8.56259507742152e-15,6.0958182945825e-15,8.874845303097345e-15,4.274358644806853e-15,6.314393452555578e-16,3.263014858312374e-15,2.3678975447083417e-16
281,15892,0.44,7.216449660063518e-15,7.605027718682322e-15,8.042178034628478e-15,7.226858000919378e-15,5.9396931817445875e-15,2.3071822230491534e-16,3.445160823289939e-15,2.1684043449710089e-16
282,7641,0.51,7.341349750333848e-15,1.0422218643668657e-14,5.468715758016884e-15,8.080341951099967e-15,4.107825191113079e-15,1.3964523981613297e-16,3.566591466608315e-15,1.177877240188252e-15
283,8382,0.6588660424698611,7.140121827120538e-15,1.1400602684119576e-14,6.020357823377509e-15,7.965850201685498e-15,4.073130721593543e-15,2.498001805406602e-16,4.921844182215196e-15,1.3270634591222574e-16
284,19779,0.7596901596856449,6.321332346459485e-15,7.41073868937292e-15,5.3464177529605195e-15,7.679620828149325e-15,3.837208328860697e-15,-4.336808689942018e-18,3.344546861683284e-15,1.0072102657118776e-15
285,7256,0.48,7.417677583276827e-15,8.826273045769994e-15,5.811323644522304e-15,8.257283745649602e-15,4.8155923693116165e-15,7.563394355258879e-16,2.9976021664879227e-15,4.85722573273506e-17
286,14497,0.76,8.840150833577809e-15,6.827871601444713e-15,6.217248937900877e-15,8.305856002976952e-15,5.374173328576148e-15,1.8908485888147197e-16,3.639449852599341e-15,1.8127860323957634e-16
287,15839,0.89,9.450773497121645e-15,7.049916206369744e-15,6.3352101342672995e-15,7.771561172376096e-15,4.881511861398735e-15,2.671474153004283e-16,4.250072516143177e-15,1.7824283715661693e-16
288,12903,0.48,7.211245489635587e-15,9.603429163007604e-15,5.246671153091853e-15,6.6058269965196814e-15,2.789435349370706e-15,-1.1102230246251565e-16,5.133046765415372e-15,7.632783294297951e-17
289,7470,0.57,7.417677583276827e-15,8.978928711655954e-15,5.864883231843088e-15,4.898859096158503e-15,4.461708780212348e-15,1.7433970933566911e-16,6.6682770416548465e-15,2.38524477946811e-16
290,12231,0.63,7.077671781985373e-15,1.0907941216942163e-14,6.402864349830395e-15,7.44890260584441e-15,4.211908599671688e-15,1.700029006457271e-16,3.982925100842749e-15,2.454633718507182e-16
291,18024,0.76,7.067263441129512e-15,9.006684287271582e-15,6.4878658001532585e-15,7.951972413877684e-15,4.760081218080359e-15,9.86623976961809e-17,5.511216483178316e-15,1.0234868508263162e-16
292,7922,0.52,7.577272143066693e-15,9.29638310775971e-15,5.4452969910911975e-15,7.424616477180734e-15,4.052314039881821e-15,8.673617379884035e-17,4.3923198411732756e-15,1.096345236817342e-15
293,9785,0.4278560877006495,8.042178034628478e-15,8.826273045769994e-15,6.952771691715043e-15,6.50868248186498e-15,5.322131624296844e-15,2.5673907444456745e-16,4.1234377023968705e-15,1.6946079955948434e-16
294,9610,0.58,7.363901155521546e-15,1.0526302052227265e-14,5.585809592645319e-15,7.188694084447889e-15,4.503342143635791e-15,1.717376241217039e-16,5.113964807179627e-15,2.419939248987646e-16
295,15792,0.46,7.379513666805337e-15,9.534040223968532e-15,5.98436231125099e-15,8.291978215169138e-15,3.6290415117434804e-15,6.38378239159465e-16,5.316927453868914e-15,1.8561541192951836e-16
296,17641,0.5988660424698611,8.451572774959004e-15,9.492406860545088e-15,6.0750016128707784e-15,7.511352650979575e-15,5.197231534026514e-15,3.2439329000766293e-16,3.0999508515705543e-15,2.2898349882893854e-16
297,19899,0.9063086731740436,7.292777493006497e-15,7.577272143066693e-15,6.267555918704204e-15,7.398595625041082e-15,4.021089017314239e-15,2.220446049250313e-16,5.051514762044462e-15,1.7336392738043216e-16
298,2435,0.5,7.015221736850208e-15,8.326672684688674e-15,5.51468593013027e-15,7.799316747991725e-15,3.400058012914542e-15,9.627715291671279e-17,3.7539416020138106e-15,6.938893903907228e-16
299,19803,0.5532465028984865,7.464515117128201e-15,8.174017018802715e-15,5.755378812422052e-15,7.382983113757291e-15,4.002007059078494e-15,-3.469446951953614e-18,5.158200255817036e-15,1.6132928326584306e-16
300,7523,0.76,7.174816296640074e-15,7.979727989493313e-15,5.1339141271533606e-15,7.500944310123714e-15,3.282096816548119e-15,1.249000902703301e-16,4.812122922359663e-15,1.1223660889569942e-15
301,19951,0.92,7.0915495697931874e-15,8.146261443187086e-15,5.796144814107507e-15,7.639722188201858e-15,3.8935868418299435e-15,8.413408858487514e-17,5.710709682915649e-15,2.2941717969793274e-16
302,4835,0.4688660424698611,8.262487916077532e-15,1.0762224444960111e-14,5.6239735091168086e-15,5.7245874707234634e-15,3.1780134079895106e-15,-1.9949319973733282e-16,4.3680337125096e-15,1.3877787807814457e-17
303,4959,0.45,7.41073868937292e-15,1.1150802503578916e-14,6.661338147750939e-15,8.045647481580431e-15,4.100886297209172e-15,1.0408340855860843e-17,3.301178774783864e-15,1.2750217548429532e-16
304,10824,0.5993989425540887,7.820133429703446e-15,8.201772594418344e-15,6.6405214660392176e-15,5.8772431366094224e-15,4.756611771128405e-15,4.0072112295064244e-16,4.152494320619482e-15,2.7842311789427754e-16
305,10108,0.6856841616577595,8.493206138382448e-15,8.43769498715119e-15,6.420211584590163e-15,7.66053886991358e-15,4.3749726064135075e-15,5.030698080332741e-16,4.3125225612783424e-15,1.929879867024198e-16
306,10275,0.45,9.652001420334955e-15,8.978928711655954e-15,5.818262538426211e-15,5.197231534026514e-15,3.563122019656362e-15,-2.0816681711721685e-16,4.794775687599895e-15,2.38524477946811e-16
307,7655,0.63,8.6389229103645e-15,9.782105681033215e-15,6.003010588617741e-15,5.523359547510154e-15,4.115631446754975e-15,5.065392549852277e-16,4.558853294867049e-15,2.194425197110661e-16
308,17458,0.54,7.521760991835436e-15,1.0748346657152297e-14,5.093148125467906e-15,7.167877402736167e-15,3.615163723935666e-15,-9.367506770274758e-17,4.930084118726086e-15,7.892991815694472e-17
309,8321,0.4077892712061808,7.265021917390868e-15,1.1581013925621164e-14,6.983996714282625e-15,9.048317650695026e-15,2.55351295663786e-15,-1.491862189340054e-16,3.4208746946262636e-15,3.400058012914542e-16
310,1308,0.65,7.580741590018647e-15,1.1254885912137524e-14,5.8278035175440834e-15,8.083811398051921e-15,4.65599780952175e-15,1.0928757898653885e-16,5.155598170603071e-15,4.85722573273506e-17
311,2260,0.67,9.053521821122956e-15,1.2118778203173974e-14,6.647460359943125e-15,5.039371697712625e-15,4.669875597329565e-15,-5.204170427930421e-16,4.100669456774675e-15,-1.6046192152785466e-17
312,17970,0.4979630647466198,7.417677583276827e-15,8.465450562766819e-15,5.964412991277257e-15,7.53563877964325e-15,2.7408630920433552e-15,2.949029909160572e-16,5.160802341031001e-15,2.3678975447083417e-16
313,7705,0.56,7.153999614928352e-15,9.228728892196614e-15,6.786238238021269e-15,7.049916206369744e-15,4.124305064134859e-15,3.165870343657673e-17,5.218048215738236e-15,1.1709383462843448e-16
314,14878,0.4466155251141552,8.965050923848139e-15,7.688294445529209e-15,5.748873599387139e-15,6.869504964868156e-15,4.6074255521944e-15,1.0625181290357943e-16,5.320396900820867e-15,1.1362438767648086e-16
315,10335,0.6821330864435527,8.19830314746639e-15,1.0935696792557792e-14,5.8945903713691905e-15,6.689093723366568e-15,4.266118708295963e-15,9.228728892196614e-16,3.995501846043581e-15,1.9168694409543718e-16
316,11162,0.5468291072164808,6.147859998861804e-15,7.28583859910259e-15,6.10926240152132e-15,5.578870698741412e-15,5.571931804837504e-15,1.8127860323957634e-16,4.178948853628128e-15,2.3592239273284576e-16
317,16925,0.4,7.407269242420966e-15,1.0158540675320182e-14,5.891120924417237e-15,7.908604326978264e-15,3.9621084191310274e-15,1.491862189340054e-16,3.4017927363905187e-15,1.8604909279851256e-16
318,11690,0.41,7.015221736850208e-15,9.450773497121645e-15,5.950101522600448e-15,7.513087374455552e-15,4.933553565678039e-15,1.5092094240998222e-16,5.204170427930421e-15,1.717376241217039e-16
319,2033,0.63,7.16093850883226e-15,1.1358969320696133e-14,5.9032639887490745e-15,7.539108226595204e-15,5.127842594987442e-15,2.636779683484747e-16,4.962176503031657e-15,2.3332030751888055e-16
320,13889,0.45,8.43769498715119e-15,1.0028436414621922e-14,4.9509008004378074e-15,6.60669435825767e-15,3.0010716134398763e-15,2.3418766925686896e-17,5.053249485520439e-15,6.245004513516506e-16
321,12774,0.42,8.902600878712974e-15,9.912209941731476e-15,5.1833537462186996e-15,5.731526364627371e-15,1.6514567491299204e-15,4.336808689942018e-18,4.822531263215524e-15,5.204170427930421e-17
322,5942,0.6074817944949155,7.65013052905772e-15,8.93729534823251e-15,6.519090822720841e-15,7.859164707912925e-15,5.0584536559483695e-15,-2.3852447794681098e-17,3.2595454113604205e-15,1.7845967759111403e-16
323,15780,0.47,8.014422459012849e-15,8.590350653037149e-15,6.088879400678593e-15,6.574601973952099e-15,3.851086116668512e-15,8.500145032286355e-17,4.7297235572507645e-15,1.8561541192951836e-16
324,1469,0.53,8.170547571850761e-15,8.520961713998076e-15,6.390721285498557e-15,6.876443858772063e-15,4.78089789979208e-15,1.8214596497756474e-16,4.1191008937069284e-15,1.7520707107365752e-16
325,14575,0.84,7.13318293321663e-15,6.938893903907228e-15,6.132681168447007e-15,7.639722188201858e-15,4.7791631763161035e-15,1.5092094240998222e-16,4.232400020731664e-15,1.3183898417423734e-16
326,16336,0.4375046133467846,7.435024818036595e-15,9.034439862887211e-15,6.011467365563128e-15,6.765421556309548e-15,4.399258735077183e-15,3.8489177123235407e-16,4.025425826004181e-15,3.5475095083725705e-16
327,13166,0.6579630647466197,7.799316747991725e-15,8.1601392309949e-15,6.50868248186498e-15,7.605027718682322e-15,2.858824288409778e-15,2.875304161431558e-16,4.336808689942018e-15,1.981921571303502e-16
328,9856,0.56,7.098488463697095e-15,9.51322354225681e-15,5.860763263587643e-15,5.995204332975845e-15,4.253541963095131e-15,9.974659986866641e-17,5.374173328576148e-15,-6.938893903907228e-17
329,5433,0.5493989425540886,6.949302244763089e-15,8.409939411535561e-15,5.818262538426211e-15,7.563394355258879e-15,5.1209037010835345e-15,2.42861286636753e-17,5.065392549852277e-15,6.505213034913027e-17
330,6681,0.8380803736125365,8.472389456670726e-15,8.93729534823251e-15,5.944897352172518e-15,7.206041319207657e-15,4.767020111984266e-15,-6.245004513516506e-17,5.4175414154755686e-15,1.984089975648473e-16
331,10052,0.6982649850239498,8.958112029944232e-15,8.923417560424696e-15,6.234596172660645e-15,7.54236083311266e-15,4.2847669856627135e-15,2.5326962749261384e-16,3.462508058049707e-15,2.437286483747414e-16
332,47,0.41,6.976624139509724e-15,1.095824819774549e-14,6.419777903721169e-15,6.977057820378718e-15,4.135580766728708e-15,-2.7755575615628914e-17,3.894454203567932e-15,1.5607090272928836e-16
333,19790,0.45,7.037773142037906e-15,9.139390633183808e-15,6.028164079019405e-15,7.436976381947069e-15,4.111077797630536e-15,2.636779683484747e-16,5.141720382795256e-15,1.682681771697503e-16
334,14986,0.51,8.000544671205034e-15,1.0783041126671833e-14,5.398459457239824e-15,8.11156697366755e-15,3.9343528435153985e-15,9.194034422677078e-17,5.14518982974721e-15,1.0148132334464322e-16
335,9543,0.4085213268664946,7.414208136324874e-15,1.071365218763276e-14,6.192962809237201e-15,8.264222639553509e-15,4.624772786954168e-15,2.207435623180487e-16,3.434752482434078e-15,1.734723475976807e-16
336,5508,0.42,6.949302244763089e-15,1.0481199241851868e-14,5.23192600354605e-15,6.994405055138486e-15,4.0245584642661925e-15,-8.673617379884035e-17,4.884981308350689e-15,1.9255430583342559e-16
337,15776,0.65,7.889522368742519e-15,1.2989609388114332e-14,6.130512764102036e-15,5.336876773842647e-15,2.4424906541753444e-15,-7.979727989493313e-16,4.344181264714919e-15,1.3921155894713877e-16
338,5499,0.53,6.765421556309548e-15,1.0560996521746802e-14,5.266620473065586e-15,8.382183835919932e-15,3.842412499288628e-15,1.2328733953875792e-16,5.220650300952201e-15,2.2638141361497333e-16
339,14704,0.48,7.011752289898254e-15,9.294648384283732e-15,5.908901840045999e-15,8.465450562766819e-15,5.245803791353865e-15,1.8908485888147197e-16,5.063007305072809e-15,1.196959198423997e-16
340,932,0.8388660424698611,8.590350653037149e-15,1.0658141036401503e-14,6.428451521101053e-15,7.382983113757291e-15,5.537237335317968e-15,2.448128505472269e-16,4.343747583845925e-15,2.1380466841414147e-16
341,13868,0.92,6.931955010003321e-15,9.325873406851315e-15,5.7462715141731735e-15,8.416878305439468e-15,3.845881946240581e-15,1.43982048506075e-16,4.975186929101483e-15,2.0643209364124004e-16
342,5549,0.49,7.677886104673348e-15,6.63358257213531e-15,6.17735029795341e-15,7.313594174718219e-15,4.030629996432111e-15,1.9949319973733282e-16,5.221517662690189e-15,2.0296264668928643e-16
343,19938,0.7688660424698611,9.027500968983304e-15,6.7307270867900115e-15,6.4254157550180935e-15,7.112366251504909e-15,4.902328543110457e-15,3.0704605524789486e-16,4.3255329873481685e-15,2.0183101067175468e-16
344,19793,0.4179630647466197,7.44890260584441e-15,1.0443035325380379e-14,6.0472460372551495e-15,8.104628079763643e-15,4.363046382516167e-15,2.424276057677588e-16,3.639449852599341e-15,1.682681771697503e-16
345,11317,0.4,6.841749389252527e-15,9.596490269103697e-15,6.099287741534454e-15,8.000544671205034e-15,4.232725281383409e-15,1.2663481374630692e-16,5.324686275665763e-15,2.3332030751888055e-16
346,4273,0.4688660424698611,8.590350653037149e-15,1.100161628464491e-14,5.368969158148218e-15,5.440092820663267e-15,3.337607967779377e-15,-7.979727989493313e-17,4.427014310692812e-15,3.191891195797325e-16
347,6981,0.57,7.396860901565105e-15,9.867107131356079e-15,6.127043317150083e-15,8.257283745649602e-15,3.2682190287403046e-15,5.360295540768334e-16,4.786102070220011e-15,1.9081958235744878e-17
348,3822,0.77,8.729128531115293e-15,8.756884106730922e-15,5.915407053080912e-15,6.012551567735613e-15,4.619568616526237e-15,1.5959455978986625e-16,4.342229700804445e-15,1.5785983631388945e-16
