instance_index,original_test_index,decile1,decile3,fam_inc,lsat,ugpa,gender,race1,fulltime,predicted_class,prediction_score,target_law
1839,9623,8.0,7.0,5.0,41.0,2.9,1,0,1.0,0,0.0,0
1840,14522,5.0,4.0,4.0,41.0,2.7,0,0,1.0,0,0.008866042469861085,0
1841,4308,7.0,7.0,2.0,42.0,3.3,0,0,1.0,0,0.0,0
1842,7621,9.0,9.0,4.0,36.5,2.4,1,0,1.0,0,0.0,0
1843,5002,8.0,7.0,4.0,47.0,3.3,0,0,1.0,0,0.0,0
1844,11222,8.0,8.0,4.0,48.0,2.8,1,0,1.0,0,0.0,0
1845,4006,7.0,6.0,3.0,32.0,3.3,0,0,1.0,0,0.01,1
1846,16533,3.0,3.0,4.0,38.0,3.0,0,0,1.0,0,0.0,0
1847,9032,9.0,9.0,4.0,45.0,3.6,0,0,1.0,0,0.0,0
1848,10812,7.0,7.0,2.0,33.0,2.8,1,0,1.0,0,0.11790117926714058,0
1849,4672,9.0,9.0,3.0,44.0,3.3,0,2,1.0,0,0.0,0
1850,17367,7.0,6.0,4.0,36.0,3.0,1,0,1.0,0,0.01,0
1851,8576,4.0,5.0,4.0,32.5,3.6,1,2,1.0,0,0.03,0
1852,9541,5.0,6.0,3.0,36.5,2.9,1,0,1.0,0,0.11,0
1853,16101,4.0,8.0,4.0,41.0,3.1,1,2,1.0,0,0.01,0
1854,13875,4.0,3.0,5.0,43.0,2.7,1,0,1.0,0,0.03,1
1855,14932,6.0,3.0,3.0,32.0,3.1,1,0,1.0,0,0.07,0
1856,5223,10.0,9.0,4.0,41.0,3.3,0,0,1.0,0,0.0,0
1857,20159,10.0,10.0,5.0,45.0,2.3,1,0,1.0,0,0.0,0
1858,10768,1.0,1.0,2.0,30.0,2.8,0,4,1.0,0,0.3336582144329617,1
1859,6422,3.0,3.0,3.0,39.0,3.2,0,4,1.0,0,0.0,0
1860,7396,8.0,7.0,4.0,38.0,3.2,0,0,1.0,0,0.2377320849397222,0
1861,1854,8.0,8.0,4.0,40.0,3.4,1,0,1.0,0,0.0,0
1862,14418,7.0,5.0,5.0,35.0,2.7,1,0,1.0,0,0.0,0
1863,10057,2.0,5.0,4.0,33.0,2.9,0,0,1.0,0,0.17,0
1864,18433,2.0,2.0,3.0,38.0,2.6,1,0,1.0,0,0.3815308329553905,0
1865,13812,6.0,4.0,4.0,27.5,2.7,0,0,1.0,0,0.1,1
1866,5303,7.0,5.0,4.0,35.0,3.3,1,0,1.0,0,0.0072270165111986825,0
1867,12795,3.0,2.0,4.0,42.0,3.7,1,0,1.0,0,0.01,0
1868,18436,7.0,10.0,3.0,32.0,2.6,1,0,1.0,0,0.02,0
1869,5160,3.0,3.0,2.0,27.0,3.3,0,0,1.0,0,0.2688660424698611,0
1870,5083,4.0,3.0,3.0,37.0,3.3,1,0,2.0,0,0.12,0
1871,8111,5.0,4.0,3.0,36.0,3.6,1,0,1.0,0,0.11078924192677254,0
1872,14971,7.0,8.0,4.0,43.0,3.1,1,0,1.0,0,0.0,0
1873,12476,9.0,10.0,4.0,38.0,3.7,0,0,1.0,0,0.0,0
1874,12331,5.0,5.0,5.0,40.0,3.9,0,0,1.0,0,0.04,0
1875,11603,9.0,9.0,4.0,34.0,2.8,1,0,1.0,0,0.0,0
1876,10173,10.0,9.0,4.0,36.0,2.9,0,0,1.0,0,0.0,0
1877,13195,9.0,9.0,4.0,42.0,3.7,1,0,1.0,0,0.0,0
1878,9934,9.0,6.0,3.0,41.0,2.9,0,0,1.0,0,0.0,0
1879,4424,9.0,9.0,4.0,34.0,3.3,0,0,1.0,0,0.0,0
1880,12697,6.0,4.0,3.0,44.0,3.7,1,0,1.0,0,0.04,0
1881,11136,9.0,9.0,4.0,45.0,2.8,1,0,1.0,0,0.0,0
1882,9819,2.0,3.0,2.0,46.0,2.9,1,0,1.0,0,0.09,0
1883,19013,6.0,9.0,2.0,26.5,3.8,0,0,2.0,0,0.08,0
1884,11645,7.0,4.0,5.0,37.0,2.8,1,2,2.0,0,0.03,0
1885,5061,3.0,2.0,3.0,24.0,3.3,1,3,1.0,0,0.39,1
1886,3907,2.0,5.0,4.0,43.0,3.3,0,0,1.0,0,0.018866042469861087,0
1887,16237,3.0,4.0,3.0,34.0,3.1,1,0,1.0,0,0.03,0
1888,17692,9.0,8.0,5.0,35.5,3.0,0,0,1.0,0,0.01,0
1889,10396,6.0,3.0,4.0,28.0,2.9,0,1,1.0,0,0.22969015968564502,0
1890,20050,3.0,6.0,3.0,33.0,2.5,0,0,1.0,0,0.09,1
1891,10667,6.0,8.0,3.0,41.0,2.9,0,2,1.0,0,0.0,0
1892,16241,8.0,9.0,3.0,34.0,3.1,0,0,1.0,0,0.0,0
1893,14619,6.0,5.0,3.0,40.0,3.1,0,0,1.0,0,0.0,0
1894,19531,8.0,8.0,4.0,44.0,3.8,0,0,1.0,0,0.0,0
1895,20139,7.0,9.0,5.0,38.0,2.3,1,0,1.0,0,0.0,0
1896,12983,3.0,3.0,4.0,30.0,3.7,1,0,1.0,0,0.11,1
1897,9769,2.0,1.0,4.0,32.0,2.9,1,0,1.0,0,0.2182158065606757,0
1898,2722,6.0,6.0,5.0,42.0,3.4,0,0,1.0,0,0.0,0
1899,8361,9.0,10.0,2.0,46.0,3.6,1,0,1.0,0,0.0,0
1900,9171,3.0,2.0,4.0,37.0,3.6,0,0,1.0,0,0.09479217196310062,1
1901,8047,8.0,7.0,5.0,43.0,3.6,1,0,1.0,0,0.02,0
1902,17185,4.0,1.0,4.0,32.0,3.0,0,3,1.0,0,0.27,1
1903,2400,10.0,10.0,3.0,30.3,3.4,0,0,1.0,0,0.0,0
1904,18225,6.0,3.0,4.0,34.0,2.6,1,0,1.0,0,0.11,0
1905,4890,10.0,8.0,4.0,34.0,3.3,0,0,1.0,0,0.0,0
1906,7147,7.0,6.0,4.0,33.0,3.2,1,0,1.0,0,0.05959110267669969,0
1907,4896,4.0,3.0,4.0,40.0,3.3,0,0,1.0,0,0.05682910721648085,0
1908,4266,9.0,8.0,3.0,34.0,3.3,1,0,1.0,0,0.0,0
1909,13870,3.0,7.0,3.0,42.0,2.7,1,0,1.0,0,0.01,0
1910,6159,4.0,4.0,4.0,35.0,3.2,1,0,1.0,0,0.07939894255408868,0
1911,1764,2.0,2.0,4.0,39.0,3.4,1,0,1.0,0,0.0,0
1912,14409,3.0,3.0,4.0,44.0,2.7,0,0,1.0,0,0.05886604246986108,0
1913,7717,4.0,4.0,3.0,42.0,2.4,0,0,1.0,0,0.1,0
1914,15854,7.0,7.0,4.0,38.5,3.1,1,0,1.0,0,0.0,0
1915,6709,6.0,6.0,2.0,39.0,3.2,1,0,1.0,0,0.01,0
1916,10456,3.0,4.0,4.0,42.0,2.9,1,0,1.0,0,0.0,0
1917,1434,10.0,10.0,2.0,37.0,3.5,1,0,1.0,0,0.0,0
1918,13207,8.0,8.0,4.0,42.0,3.7,0,0,1.0,0,0.0,0
1919,5447,4.0,3.0,3.0,26.0,3.3,0,3,1.0,0,0.29,0
1920,18017,5.0,4.0,2.0,28.0,2.6,0,3,1.0,0,0.13,0
1921,5898,6.0,6.0,4.0,39.5,3.2,0,0,1.0,0,0.0,0
1922,15797,3.0,1.0,2.0,36.0,3.1,1,0,1.0,0,0.19495910145092085,0
1923,20390,4.0,7.0,1.0,35.5,2.1,1,0,1.0,0,0.14,0
1924,2877,8.0,9.0,4.0,41.0,3.4,1,0,1.0,0,0.15844524946778601,0
1925,5324,7.0,7.0,4.0,37.0,3.3,0,0,1.0,0,0.0,0
1926,19025,10.0,10.0,3.0,38.0,3.8,0,0,1.0,0,0.0,0
1927,4276,4.0,5.0,2.0,34.0,3.3,0,0,1.0,0,0.14826498502394977,0
1928,9005,8.0,6.0,4.0,39.0,3.6,0,0,1.0,0,0.01,0
1929,9334,5.0,4.0,3.0,39.0,3.6,0,0,1.0,0,0.01,0
1930,5851,4.0,5.0,5.0,41.0,3.2,1,0,1.0,0,0.16609305898105975,0
1931,2287,7.0,8.0,4.0,40.0,3.4,1,0,1.0,0,0.0,0
1932,17928,3.0,2.0,3.0,29.5,3.0,0,0,1.0,0,0.2761880141289813,0
1933,5647,7.0,5.0,4.0,40.0,3.2,1,0,1.0,0,0.0,0
1934,19421,6.0,6.0,4.0,46.0,3.8,1,0,1.0,0,0.0,0
1935,8920,10.0,10.0,3.0,42.0,3.6,1,0,1.0,0,0.0,1
1936,3756,6.0,6.0,4.0,30.5,3.3,0,0,1.0,0,0.02,0
1937,12567,6.0,5.0,3.0,44.0,3.7,0,0,1.0,0,0.0,0
1938,16377,3.0,2.0,1.0,27.0,3.1,1,3,1.0,0,0.15796306474661978,1
1939,5068,3.0,5.0,3.0,33.0,3.3,0,0,1.0,0,0.32,0
1940,12752,4.0,3.0,3.0,37.0,3.7,0,0,1.0,0,0.0,0
1941,10739,7.0,3.0,3.0,41.0,2.8,1,0,2.0,0,0.02,0
1942,3456,3.0,4.0,3.0,40.0,3.4,1,0,1.0,0,0.0,0
1943,2905,2.0,3.0,3.0,37.0,3.4,1,0,1.0,0,0.059089102239733696,0
1944,998,5.0,5.0,3.0,33.0,3.5,1,0,1.0,0,0.2419268872515601,1
1945,8494,6.0,6.0,3.0,38.0,3.6,1,0,1.0,0,0.0,0
1946,2498,3.0,5.0,3.0,34.0,3.4,1,0,1.0,0,0.028797885108177365,0
1947,14164,8.0,6.0,5.0,42.0,2.7,1,0,1.0,0,0.0,0
1948,17325,9.0,9.0,2.0,39.0,3.0,0,0,2.0,0,0.0,0
1949,18887,10.0,9.0,4.0,32.0,3.8,0,0,1.0,0,0.0,0
1950,1128,7.0,6.0,4.0,46.0,3.5,1,0,1.0,0,0.0,0
1951,19174,10.0,10.0,3.0,37.0,3.8,1,0,1.0,0,0.0,0
1952,11827,10.0,10.0,2.0,39.0,3.9,1,0,1.0,0,0.0,0
1953,14868,8.0,6.0,4.0,31.0,3.1,1,0,1.0,0,0.02,0
1954,7427,2.0,2.0,3.0,40.0,3.2,0,0,1.0,0,0.01592612949323953,0
1955,2593,10.0,10.0,4.0,36.0,3.4,1,0,1.0,0,0.0,0
1956,4270,3.0,3.0,3.0,36.0,3.3,0,0,1.0,0,0.2,0
1957,2328,9.0,9.0,4.0,31.0,3.4,0,0,1.0,0,0.0,0
1958,19732,7.0,3.0,5.0,33.0,2.5,1,0,1.0,0,0.03,1
1959,19404,2.0,3.0,3.0,39.0,3.8,1,0,1.0,0,0.02,0
1960,6931,5.0,4.0,4.0,31.0,3.2,1,0,1.0,0,0.05,0
1961,17192,1.0,2.0,4.0,41.0,3.0,1,0,1.0,0,0.04,0
1962,11445,8.0,8.0,3.0,47.0,2.8,1,0,1.0,0,0.0,0
1963,19829,6.0,4.0,4.0,42.0,2.5,1,0,1.0,0,0.03,0
1964,8263,5.0,4.0,3.0,33.0,3.6,1,0,1.0,0,0.01,0
1965,8540,9.0,9.0,4.0,48.0,3.6,1,0,1.0,0,0.0,0
1966,4566,2.0,3.0,2.0,35.0,3.3,1,1,1.0,0,0.25,1
1967,15015,7.0,9.0,4.0,38.0,3.1,1,0,1.0,0,0.0,0
1968,6840,3.0,4.0,3.0,40.0,3.2,1,0,1.0,0,0.0,0
1969,3380,10.0,9.0,3.0,39.0,3.4,1,0,1.0,0,0.0,0
1970,16492,4.0,6.0,4.0,41.0,3.0,1,0,1.0,0,0.0,0
1971,9315,9.0,10.0,3.0,37.0,3.6,1,0,1.0,0,0.0,0
1972,11407,6.0,6.0,3.0,41.0,2.8,0,0,1.0,0,0.0,0
1973,4377,5.0,8.0,4.0,42.0,3.3,0,0,1.0,0,0.0,0
1974,14050,5.0,5.0,3.0,35.5,2.7,1,0,1.0,0,0.13,0
1975,2784,3.0,4.0,3.0,47.0,3.4,0,0,1.0,0,0.0,0
1976,18140,7.0,5.0,4.0,37.5,2.6,0,0,1.0,0,0.01,0
1977,6629,3.0,2.0,4.0,47.0,3.2,1,0,2.0,0,0.04,0
1978,18750,2.0,2.0,1.0,42.0,3.8,1,0,1.0,0,0.05,0
1979,15318,9.0,9.0,4.0,38.0,3.1,1,0,1.0,0,0.0,0
1980,5702,6.0,2.0,2.0,29.0,3.2,0,3,1.0,0,0.29,0
1981,1324,2.0,3.0,4.0,35.0,3.5,1,0,1.0,0,0.2088660424698611,1
1982,7043,10.0,10.0,3.0,30.5,3.2,1,0,2.0,0,0.0,0
1983,6479,4.0,4.0,3.0,35.0,3.2,0,0,1.0,0,0.01,0
1984,12952,5.0,4.0,4.0,36.0,3.7,1,0,1.0,0,0.0,0
1985,8989,5.0,5.0,4.0,46.0,3.6,0,0,1.0,0,0.0,0
1986,1292,4.0,8.0,4.0,34.0,3.5,1,0,1.0,0,0.05,0
1987,1806,5.0,3.0,5.0,35.0,3.4,1,0,1.0,0,0.17078986172986366,0
1988,11935,3.0,2.0,4.0,42.0,3.9,0,0,1.0,0,0.01,0
1989,8451,9.0,10.0,4.0,41.0,3.6,0,0,1.0,0,0.0,0
1990,4654,4.0,4.0,4.0,29.0,3.3,0,0,1.0,0,0.06886604246986108,0
1991,1507,8.0,8.0,4.0,29.0,3.5,1,1,1.0,0,0.0,0
1992,20008,3.0,4.0,4.0,32.0,2.5,1,0,2.0,0,0.22,1
1993,6000,6.0,4.0,4.0,38.0,3.2,0,0,1.0,0,0.0,0
1994,18814,6.0,8.0,4.0,39.0,3.8,0,0,1.0,0,0.0,0
1995,1906,7.0,5.0,2.0,34.0,3.4,1,2,1.0,0,0.29,0
1996,4079,10.0,10.0,4.0,28.0,3.3,1,0,1.0,0,0.0,0
1997,11768,10.0,10.0,3.0,48.0,3.9,0,0,1.0,0,0.0,0
1998,15524,9.0,7.0,5.0,35.0,3.1,1,0,1.0,0,0.03,0
1999,11490,5.0,5.0,4.0,34.0,2.8,1,0,1.0,0,0.01,0
2000,7434,10.0,9.0,4.0,40.0,3.2,1,0,1.0,0,0.0,0
2001,2561,8.0,9.0,3.0,37.0,3.4,0,0,1.0,0,0.0,0
2002,14615,9.0,9.0,4.0,30.5,3.1,1,0,1.0,0,0.0,0
2003,3485,7.0,7.0,4.0,32.5,3.4,1,0,1.0,0,0.0,0
2004,5502,8.0,8.0,4.0,44.0,2.2,0,0,1.0,0,0.0,1
2005,19791,8.0,5.0,5.0,45.0,2.5,1,0,1.0,0,0.0,0
2006,2071,1.0,1.0,3.0,31.0,3.4,1,0,1.0,0,0.22428634074683668,0
2007,14093,6.0,6.0,3.0,35.0,2.7,0,0,1.0,0,0.01,0
2008,8707,4.0,3.0,4.0,38.0,3.6,0,0,1.0,0,0.038866042469861084,0
2009,5112,8.0,8.0,4.0,39.0,3.3,0,0,1.0,0,0.0,0
2010,2579,9.0,9.0,3.0,41.0,3.4,0,0,1.0,0,0.07275801981846905,0
2011,6879,6.0,8.0,5.0,37.0,3.2,0,0,1.0,0,0.0,0
2012,18840,1.0,3.0,3.0,45.0,3.8,0,0,1.0,0,0.26,0
2013,5552,4.0,5.0,3.0,33.0,2.2,0,0,1.0,0,0.16,0
2014,15808,9.0,9.0,4.0,41.0,3.1,0,0,1.0,0,0.0,0
2015,4214,5.0,4.0,3.0,35.0,3.3,0,0,1.0,0,0.02,0
2016,9870,4.0,5.0,4.0,40.0,2.9,0,0,1.0,0,0.0,0
2017,9891,10.0,10.0,4.0,39.0,2.9,1,0,1.0,0,0.0,0
2018,3512,5.0,5.0,3.0,37.5,3.4,0,0,1.0,0,0.0,0
2019,4601,2.0,2.0,2.0,40.0,3.3,0,0,1.0,0,0.053204200033661636,0
2020,15589,7.0,7.0,4.0,44.0,3.1,0,0,1.0,0,0.018866042469861087,0
2021,13712,9.0,9.0,4.0,34.0,3.7,0,0,1.0,0,0.0,0
2022,7707,3.0,7.0,4.0,38.0,2.4,1,0,2.0,0,0.11,0
2023,7206,1.0,4.0,5.0,32.0,3.2,1,0,1.0,0,0.15959110267669968,0
2024,19595,2.0,3.0,5.0,34.0,2.5,1,0,1.0,0,0.10959110267669969,0
2025,2752,4.0,3.0,3.0,31.0,3.4,0,0,1.0,0,0.17224224824417192,0
2026,5988,9.0,6.0,4.0,41.0,3.2,1,0,1.0,0,0.0,0
2027,15352,7.0,8.0,4.0,27.0,3.1,0,0,2.0,0,0.02,0
2028,7269,3.0,3.0,4.0,39.0,3.2,0,2,1.0,0,0.08886604246986109,1
2029,3558,9.0,10.0,2.0,42.0,3.4,1,0,1.0,0,0.028866042469861086,0
2030,10200,7.0,7.0,4.0,38.0,2.9,1,0,1.0,0,0.02,0
2031,5375,9.0,8.0,3.0,34.0,3.3,1,0,1.0,0,0.0,0
2032,4948,4.0,5.0,5.0,42.0,3.3,0,0,1.0,0,0.0,0
2033,19451,7.0,7.0,3.0,39.0,3.8,0,0,1.0,0,0.0,0
2034,13076,1.0,1.0,4.0,36.0,3.7,1,0,1.0,0,0.15,1
2035,11612,1.0,5.0,5.0,33.0,2.8,0,0,1.0,0,0.26,0
2036,5157,3.0,2.0,2.0,40.0,3.3,0,3,1.0,0,0.018866042469861087,0
2037,15701,8.0,4.0,2.0,42.0,3.1,1,0,1.0,0,0.05,0
2038,15013,2.0,1.0,4.0,30.5,3.1,0,0,1.0,0,0.1454035612289584,0
2039,11237,2.0,3.0,3.0,38.0,2.8,0,0,1.0,0,0.12959110267669968,1
2040,3606,9.0,9.0,3.0,32.0,3.4,1,0,1.0,0,0.01,0
2041,10973,6.0,6.0,3.0,32.5,2.8,1,0,1.0,0,0.05,0
2042,4255,8.0,6.0,2.0,32.0,3.3,1,0,1.0,0,0.03,0
2043,9166,10.0,4.0,5.0,26.5,3.6,0,0,2.0,0,0.24,0
2044,16355,3.0,3.0,3.0,32.0,3.1,0,0,1.0,0,0.15,0
2045,17778,7.0,5.0,4.0,34.0,3.0,1,0,1.0,0,0.07717739588929519,0
2046,13525,9.0,6.0,3.0,31.0,3.7,0,0,1.0,0,0.02,0
2047,16289,9.0,9.0,3.0,36.0,3.1,0,0,1.0,0,0.0,0
2048,8102,8.0,8.0,4.0,37.5,3.6,1,0,1.0,0,0.01,0
2049,16460,4.0,1.0,4.0,33.5,3.0,0,0,1.0,0,0.09,0
2050,9101,3.0,2.0,4.0,43.0,3.6,1,0,1.0,0,0.019398942554088684,0
2051,2795,5.0,3.0,4.0,45.0,3.4,0,0,1.0,0,0.0,0
2052,6480,2.0,2.0,4.0,35.5,3.2,0,0,1.0,0,0.33285867002970787,0
2053,3692,5.0,3.0,4.0,30.0,3.3,0,0,1.0,0,0.07,0
2054,8384,8.0,7.0,3.0,38.0,3.6,0,0,1.0,0,0.031574626565076105,0
2055,3266,6.0,4.0,4.0,29.0,3.4,0,2,1.0,0,0.07,0
2056,6094,8.0,7.0,4.0,38.0,3.2,0,0,1.0,0,0.2377320849397222,0
2057,4423,6.0,5.0,3.0,47.0,3.3,0,1,1.0,0,0.0,0
2058,9337,10.0,7.0,4.0,30.0,3.6,1,0,2.0,0,0.06,0
2059,5247,4.0,2.0,4.0,36.0,3.3,1,0,1.0,0,0.3099355958005182,0
2060,11699,3.0,3.0,4.0,39.0,2.8,1,0,1.0,0,0.0,0
2061,1499,6.0,8.0,4.0,44.0,3.5,0,0,1.0,0,0.0,0
2062,1903,4.0,4.0,3.0,36.0,3.4,1,0,1.0,0,0.0,1
2063,9386,9.0,8.0,3.0,46.0,3.6,1,0,1.0,0,0.0,0
2064,1717,3.0,4.0,4.0,30.5,3.5,1,0,1.0,0,0.04,0
2065,9255,9.0,8.0,3.0,39.0,3.6,0,0,1.0,0,0.0,0
2066,8675,7.0,7.0,3.0,41.0,3.6,0,0,1.0,0,0.0,0
2067,16748,3.0,6.0,4.0,37.0,3.0,1,0,1.0,0,0.01,0
2068,683,3.0,6.0,4.0,35.0,3.5,0,0,1.0,0,0.08939894255408869,0
2069,15424,9.0,10.0,3.0,42.0,3.1,1,0,1.0,0,0.0,0
2070,15551,4.0,3.0,4.0,38.0,3.1,0,1,1.0,0,0.0,0
2071,9302,8.0,6.0,4.0,38.0,3.6,1,0,1.0,0,0.0,0
2072,16342,5.0,8.0,4.0,35.0,3.1,0,0,1.0,0,0.06,0
2073,4807,7.0,5.0,3.0,37.0,3.3,0,0,1.0,0,0.0,0
2074,10431,5.0,6.0,5.0,43.0,2.9,1,4,1.0,0,0.0,0
2075,5962,7.0,8.0,1.0,19.0,3.2,0,3,1.0,0,0.3,0
2076,9246,9.0,8.0,3.0,36.0,3.6,0,2,1.0,0,0.0,0
2077,11301,4.0,4.0,3.0,40.0,2.8,1,0,1.0,0,0.22375335982909722,0
2078,17622,7.0,4.0,2.0,46.0,3.0,1,0,1.0,0,0.03,0
2079,12277,10.0,10.0,2.0,37.0,3.9,0,0,1.0,0,0.0,0
2080,7016,5.0,4.0,3.0,33.5,3.2,1,0,1.0,0,0.163590057071278,0
2081,12347,8.0,9.0,3.0,41.0,3.9,1,0,1.0,0,0.0,0
2082,8843,7.0,8.0,2.0,45.0,3.6,0,0,1.0,0,0.0,0
2083,912,4.0,2.0,2.0,38.0,3.5,0,0,1.0,0,0.03,0
2084,1779,7.0,9.0,4.0,37.0,3.4,0,0,1.0,0,0.0,0
2085,9515,6.0,7.0,4.0,37.0,2.9,0,0,1.0,0,0.0,0
2086,19681,6.0,4.0,3.0,40.0,2.5,1,0,2.0,0,0.14,0
2087,18734,7.0,8.0,4.0,45.0,3.8,1,2,1.0,0,0.0,0
2088,5535,9.0,9.0,3.0,26.7,2.2,1,0,1.0,0,0.0,0
2089,4475,5.0,9.0,5.0,43.0,3.3,0,0,1.0,0,0.02,0
2090,15381,2.0,2.0,2.0,31.0,3.1,1,0,1.0,0,0.37767147628923625,0
2091,2381,7.0,9.0,3.0,41.0,3.4,0,4,1.0,0,0.007963064746619765,0
2092,8320,10.0,10.0,2.0,39.0,3.6,0,0,1.0,0,0.0,0
2093,10975,4.0,7.0,4.0,35.0,2.8,0,0,1.0,0,0.05,0
2094,19182,8.0,6.0,3.0,34.0,3.8,0,0,1.0,0,0.06,0
2095,15456,8.0,8.0,4.0,43.0,3.1,1,0,1.0,0,0.0,0
2096,11121,4.0,2.0,4.0,37.0,2.8,0,0,1.0,0,0.13,0
2097,15662,4.0,4.0,5.0,34.0,3.1,1,0,1.0,0,0.02,0
2098,10792,2.0,1.0,3.0,39.0,2.8,1,0,1.0,0,0.32796306474661974,0
2099,10093,5.0,5.0,4.0,36.0,2.9,1,0,1.0,0,0.0,0
2100,17569,3.0,2.0,4.0,39.0,3.0,0,0,1.0,0,0.02,1
2101,703,3.0,3.0,4.0,39.0,3.5,0,0,1.0,0,0.0,0
2102,8646,7.0,8.0,3.0,27.5,3.6,0,3,1.0,0,0.0,0
2103,11213,2.0,1.0,4.0,32.0,2.8,1,0,1.0,0,0.0641696925374747,0
2104,20105,6.0,5.0,2.0,33.0,2.3,0,3,1.0,0,0.08,0
2105,17731,3.0,2.0,3.0,36.0,3.0,1,0,1.0,0,0.15359005707127799,0
2106,18478,1.0,1.0,5.0,27.0,2.6,0,0,1.0,0,0.12725637112195318,0
2107,3036,5.0,4.0,3.0,37.0,3.4,0,0,2.0,0,0.3252194358685729,0
2108,12933,8.0,9.0,4.0,39.0,3.7,0,0,1.0,0,0.0,0
2109,9125,9.0,9.0,4.0,44.0,3.6,1,0,1.0,0,0.0,0
2110,19831,2.0,4.0,5.0,40.0,2.5,1,0,1.0,0,0.05,0
2111,10177,1.0,1.0,2.0,27.0,2.9,0,3,1.0,0,0.18899004523078836,0
2112,173,5.0,7.0,4.0,42.0,3.5,0,0,1.0,0,0.01,0
2113,927,8.0,10.0,4.0,32.0,3.5,0,0,1.0,0,0.0,0
2114,19237,9.0,9.0,4.0,46.0,3.8,1,0,1.0,0,0.0,0
2115,15559,8.0,7.0,3.0,42.0,3.1,1,0,1.0,0,0.0,0
2116,248,1.0,2.0,4.0,36.0,3.5,0,0,2.0,0,0.27286454565874485,1
2117,17136,8.0,9.0,4.0,38.0,3.0,1,1,1.0,0,0.01,0
2118,18426,5.0,4.0,3.0,33.0,2.6,1,0,1.0,0,0.2,0
2119,14730,6.0,6.0,4.0,35.0,3.1,0,0,1.0,0,0.026598127409583255,0
2120,8744,8.0,7.0,1.0,42.0,3.6,0,0,1.0,0,0.0,0
2121,11203,8.0,8.0,4.0,40.0,2.8,1,0,1.0,0,0.0,0
2122,1051,9.0,8.0,4.0,44.0,3.5,0,0,1.0,0,0.0,0
2123,6518,6.0,7.0,4.0,35.0,3.2,1,0,1.0,0,0.0,0
2124,18973,10.0,10.0,3.0,38.0,3.8,1,0,1.0,0,0.0,0
2125,16848,4.0,3.0,3.0,40.0,3.0,0,0,1.0,0,0.05,0
2126,12022,5.0,5.0,4.0,48.0,3.9,1,0,1.0,0,0.0,0
2127,12564,4.0,7.0,4.0,41.0,3.7,1,0,1.0,0,0.07,0
2128,3993,6.0,5.0,3.0,37.0,3.3,0,0,1.0,0,0.0,0
2129,357,5.0,4.0,3.0,44.0,3.5,0,2,1.0,0,0.0,0
2130,12394,8.0,8.0,4.0,37.0,3.9,1,1,1.0,0,0.0,0
2131,5286,5.0,3.0,3.0,32.0,3.3,1,2,1.0,0,0.0190891022397337,0
2132,7630,4.0,2.0,3.0,33.0,2.4,1,0,1.0,0,0.34736200730070843,0
2133,786,9.0,8.0,4.0,41.0,3.5,0,0,1.0,0,0.0,0
2134,11470,6.0,3.0,4.0,37.0,2.8,1,0,2.0,0,0.18,1
2135,9706,7.0,8.0,5.0,32.5,2.9,1,0,1.0,0,0.03,0
2136,6739,7.0,8.0,2.0,33.0,3.2,0,0,1.0,0,0.02,0
2137,7449,10.0,8.0,4.0,44.0,2.4,1,0,1.0,0,0.0,0
2138,14340,5.0,4.0,3.0,37.0,2.7,1,0,1.0,0,0.1872270165111987,0
2139,324,3.0,3.0,4.0,42.0,3.5,0,0,1.0,0,0.01,0
2140,5514,7.0,2.0,5.0,48.0,2.2,1,0,1.0,0,0.12,1
2141,2032,7.0,8.0,3.0,35.0,3.4,1,0,2.0,0,0.0,0
2142,1543,4.0,2.0,2.0,39.0,3.5,1,2,1.0,0,0.05,0
2143,18487,5.0,5.0,3.0,38.0,2.6,1,0,1.0,0,0.05,0
2144,15552,1.0,1.0,1.0,31.0,3.1,1,1,1.0,0,0.2,1
2145,11044,3.0,3.0,1.0,27.0,2.8,0,3,1.0,0,0.25,0
2146,4216,9.0,8.0,4.0,43.0,3.3,0,0,1.0,0,0.0,0
2147,1262,9.0,9.0,4.0,39.0,3.5,1,0,1.0,0,0.0,0
2148,19120,3.0,4.0,4.0,45.0,3.8,1,0,1.0,0,0.0,0
2149,3306,5.0,7.0,4.0,41.0,3.4,0,1,1.0,0,0.0,0
2150,7233,3.0,2.0,4.0,37.0,3.2,1,1,1.0,0,0.09796306474661977,0
2151,5718,7.0,7.0,4.0,45.0,3.2,1,0,1.0,0,0.0072270165111986825,0
2152,7657,4.0,5.0,4.0,28.0,2.4,1,0,1.0,0,0.15,0
2153,5866,2.0,1.0,4.0,36.0,3.2,1,0,1.0,0,0.0,0
2154,465,10.0,10.0,4.0,41.0,3.5,1,0,1.0,0,0.0,0
2155,13105,5.0,2.0,3.0,38.0,3.7,0,0,2.0,0,0.14,1
2156,17902,7.0,7.0,2.0,37.0,3.0,0,0,1.0,0,0.009398942554088683,0
2157,12516,4.0,4.0,2.0,33.0,3.7,1,0,1.0,0,0.06,0
2158,14144,3.0,3.0,4.0,34.0,2.7,0,0,1.0,0,0.10561717817661717,0
2159,9067,6.0,5.0,4.0,37.0,3.6,1,0,1.0,0,0.0,0
2160,15021,5.0,5.0,1.0,35.0,3.1,1,0,1.0,0,0.07,0
2161,12958,3.0,3.0,2.0,33.0,3.7,0,0,1.0,0,0.2388660424698611,0
